Close;LOGRTRN
3372.889893;-0.003294446
3334.340088;-0.011495127
3408.090088;0.021877258
3350.439941;-0.01706038
3287.139893;-0.01907381
3265.080078;-0.006733565
3251.080078;-0.004297016
3229.719971;-0.006591836
3307.23999;0.023718564
3304.139893;-0.000937806
3224.280029;-0.024466517
3242.76001;0.005715144
3178.350098;-0.020062597
3125.97998;-0.016614397
3033.350098;-0.030080176
2852.860107;-0.061345614
2890.879883;0.013238876
2799.719971;-0.032041512
2777.449951;-0.007986179
2792.75;0.005493551
2879.560059;0.030610752
2991.469971;0.038127371
3023.870117;0.010772611
3012.25;-0.003850199
2776.909912;-0.081348541
3152.790039;0.12694902
3158.709961;0.001875917
3228.27002;0.021782692
3223.790039;-0.001388698
3180.070068;-0.013654468
3065.870117;-0.036571813
3103.340088;0.012147562
3130.209961;0.008621103
3162.01001;0.010107822
3093.050049;-0.02205023
3052.030029;-0.013350722
3003.949951;-0.01587888
2896.540039;-0.036411138
3027.159912;0.044107922
3075.77002;0.015930426
3071.26001;-0.001467379
3022.840088;-0.015891088
3041.050049;0.006006051
2957.969971;-0.027699654
2912.820068;-0.015381505
2749.060059;-0.057862651
2720.290039;-0.01052055
2785.580078;0.023717632
2936.350098;0.052711209
